,Date,Day_demand,Night_demand,Solar_exposure,Production,day_net,Storage_level_end_of_day,Storage_level_end_of_night
0,2018-12-01,86867.5,68238.0,30.7,546214.4,459346.9,198659.5,130421.5
1,2018-12-02,92708.75,71809.5,28.4,505292.80000000005,412584.05000000005,198659.5,126850.0
2,2018-12-03,96971.75,63622.25,28.0,498175.99999999994,401204.24999999994,198659.5,135037.25
3,2018-12-04,98099.5,60531.0,17.5,311360.0,213260.5,198659.5,138128.5
4,2018-12-05,90492.25,58917.25,19.2,341606.4,251114.15000000002,198659.5,139742.25
5,2018-12-06,86169.25,58052.25,23.1,410995.19999999995,324825.94999999995,198659.5,140607.25
6,2018-12-07,86568.0,56718.5,13.4,238412.8,151844.8,198659.5,141941.0
7,2018-12-08,80473.0,56425.75,12.5,222399.99999999997,141926.99999999997,198659.5,142233.75
8,2018-12-09,77873.0,56749.75,22.0,391424.0,313551.0,198659.5,141909.75
9,2018-12-10,90045.5,59963.75,28.9,514188.80000000005,424143.30000000005,198659.5,138695.75
10,2018-12-11,91503.25,61133.0,26.9,478604.80000000005,387101.55000000005,198659.5,137526.5
11,2018-12-12,91400.0,61864.0,30.3,539097.6,447697.6,198659.5,136795.5
12,2018-12-13,92642.0,62083.0,25.6,455475.19999999995,362833.19999999995,198659.5,136576.5
13,2018-12-14,97003.5,62790.25,21.7,386086.4,289082.9,198659.5,135869.25
14,2018-12-15,89952.25,61096.75,23.9,425228.80000000005,335276.55000000005,198659.5,137562.75
15,2018-12-16,87906.5,58551.25,0.5,8896.0,-79010.5,58552.25,1.0
16,2018-12-17,94128.0,62123.25,18.8,334489.6,240361.59999999998,198659.5,136536.25
17,2018-12-18,95329.5,64158.5,22.1,393203.19999999995,297873.69999999995,198659.5,134501.0
18,2018-12-19,98136.25,64608.75,27.0,480383.99999999994,382247.74999999994,198659.5,134050.75
19,2018-12-20,100899.0,67143.5,31.2,555110.4,454211.4,198659.5,131516.0
20,2018-12-21,106394.25,65788.0,29.8,530201.6,423807.35,198659.5,132871.5
21,2018-12-22,94985.0,59747.25,20.9,371852.80000000005,276867.80000000005,198659.5,138912.25
22,2018-12-23,77794.25,57811.25,28.1,499955.19999999995,422160.94999999995,198659.5,140848.25
23,2018-12-24,80218.0,53704.25,25.7,457254.4,377036.4,198659.5,144955.25
24,2018-12-25,69640.25,51908.0,26.4,469708.80000000005,400068.55000000005,198659.5,146751.5
25,2018-12-26,71656.25,55788.75,29.5,524864.0,453207.75,198659.5,142870.75
26,2018-12-27,81049.75,58629.5,29.7,528422.4,447372.65,198659.5,140030.0
27,2018-12-28,83314.25,58633.0,28.6,508851.19999999995,425536.94999999995,198659.5,140026.5
28,2018-12-29,80233.5,59632.75,29.8,530201.6,449968.1,198659.5,139026.75
29,2018-12-30,82141.0,59751.0,27.9,496396.80000000005,414255.80000000005,198659.5,138908.5
30,2018-12-31,86378.75,59647.5,28.4,505292.80000000005,418914.05000000005,198659.5,139012.0
31,2019-01-01,81552.25,59093.75,30.3,539097.6,457545.35,198659.5,139565.75
